6, 12, pa2-unknown-g-empivot.txt
  199.79,   222.40,   146.25
  209.84,   255.65,   112.67
  219.06,   289.60,    79.89
  228.12,   238.71,   168.55
  238.17,   271.71,   135.02
  247.69,   305.52,   102.13
  227.41,   214.99,   147.69
  263.04,   231.73,   119.49
  298.14,   249.11,    92.54
  252.73,   214.00,   177.39
  288.39,   230.49,   148.88
  323.54,   247.33,   121.41
  239.05,   193.94,   151.56
  282.11,   186.91,   129.39
  324.83,   180.31,   108.14
  256.08,   187.50,   186.18
  299.52,   180.51,   163.64
  342.56,   173.77,   141.79
  228.29,   235.07,   223.30
  251.17,   255.21,   264.67
  274.08,   275.52,   306.68
  225.13,   200.34,   241.20
  248.34,   220.64,   282.40
  271.65,   241.02,   324.38
  159.12,   200.03,   164.92
  117.17,   219.10,   150.19
   74.43,   237.92,   136.64
  164.47,   233.18,   187.30
  122.47,   252.31,   172.42
   79.59,   271.17,   158.56
  246.85,   228.32,   202.52
  282.82,   250.65,   230.62
  318.75,   273.24,   259.39
  232.59,   211.52,   235.46
  268.84,   234.12,   263.54
  305.12,   256.91,   292.34
  215.26,   243.02,   220.55
  233.05,   288.98,   231.25
  250.59,   334.70,   242.62
  227.81,   244.53,   182.35
  245.64,   290.48,   193.04
  263.21,   336.26,   204.43
  154.85,   209.93,   213.93
  105.55,   219.19,   217.41
   55.92,   227.81,   222.75
  154.61,   204.94,   174.55
  105.43,   214.58,   178.30
   55.47,   223.51,   184.05
  199.52,   241.74,   163.85
  214.08,   280.01,   137.30
  228.04,   318.77,   111.29
  236.94,   229.51,   165.05
  251.17,   267.42,   138.67
  265.08,   306.01,   112.92
  189.37,   229.47,   234.90
  190.67,   268.29,   268.54
  191.75,   306.71,   302.66
  221.22,   244.14,   214.73
  222.70,   283.16,   248.72
  223.83,   321.82,   283.12
  231.27,   242.53,   182.04
  268.92,   270.69,   168.19
  306.07,   298.83,   154.96
  252.10,   209.73,   172.03
  289.48,   237.86,   157.99
  326.46,   266.06,   144.76
  194.88,   220.24,   241.48
  205.28,   238.35,   288.31
  215.66,   256.32,   335.77
  233.77,   211.74,   234.56
  244.56,   230.27,   281.64
  255.31,   248.68,   329.34
