6,4,pa2-unknown-h-EM-nav.txt
  448.07,   486.62,   490.64
  398.02,   483.13,   494.34
  347.80,   479.52,   498.80
  445.56,   489.70,   451.78
  395.43,   485.76,   455.23
  345.00,   481.98,   458.96
  548.50,   495.42,   426.50
  595.85,   509.85,   425.25
  643.10,   524.32,   424.54
  558.79,   460.53,   443.96
  605.99,   474.63,   442.48
  653.08,   489.20,   441.92
  395.23,   506.42,   442.46
  382.82,   542.71,   410.89
  370.43,   579.71,   378.99
  414.78,   486.13,   414.38
  402.29,   522.36,   382.41
  389.77,   559.15,   350.45
  485.90,   417.86,   376.45
  442.15,   407.65,   353.50
  398.40,   397.13,   330.49
  496.79,   441.01,   346.55
  453.15,   430.40,   323.56
  409.31,   419.95,   300.60
