8, 6, 12, pa2-unknown-g-optpivot.txt
  -14.38,    12.51, -1499.88
  -12.94,    11.26, -1349.89
  -14.72,   162.50, -1498.62
  -13.28,   161.25, -1348.64
  135.62,    12.86, -1501.31
  137.05,    11.61, -1351.33
  135.27,   162.86, -1500.06
  136.71,   161.61, -1350.07
  421.97,   447.42, -1264.38
  462.74,   475.41, -1257.02
  503.51,   503.40, -1249.67
  443.36,   426.83, -1304.61
  484.14,   454.82, -1297.25
  524.91,   482.81, -1289.89
   10.91,     9.81, -1499.93
    9.82,     8.83, -1349.94
   11.88,   159.81, -1498.94
   10.79,   158.83, -1348.95
  160.90,     8.83, -1498.84
  159.81,     7.85, -1348.85
  161.88,   158.83, -1497.86
  160.79,   157.84, -1347.86
  431.66,   457.06, -1289.42
  453.41,   498.76, -1272.46
  475.15,   540.46, -1255.49
  446.16,   432.73, -1248.22
  467.91,   474.43, -1231.25
  489.65,   516.14, -1214.28
   -7.29,    11.87, -1499.94
   -6.56,    10.68, -1349.94
   -8.06,   161.86, -1498.75
   -7.33,   160.67, -1348.75
  142.70,    12.64, -1500.66
  143.43,    11.45, -1350.67
  141.93,   162.63, -1499.47
  142.66,   161.45, -1349.47
  384.09,   400.06, -1343.70
  368.91,   413.97, -1389.26
  353.73,   427.89, -1434.82
  379.30,   447.19, -1327.71
  364.12,   461.10, -1373.27
  348.94,   475.02, -1418.83
   -3.06,    10.85, -1499.96
   -2.76,     9.77, -1349.96
   -3.00,   160.85, -1498.87
   -2.70,   159.76, -1348.88
  146.94,    10.79, -1500.26
  147.24,     9.71, -1350.27
  147.00,   160.79, -1499.18
  147.30,   159.70, -1349.18
  352.59,   425.31, -1273.16
  319.10,   439.57, -1238.89
  285.60,   453.84, -1204.61
  385.87,   416.39, -1236.93
  352.38,   430.66, -1202.65
  318.88,   444.92, -1168.38
   -5.63,     7.61, -1499.97
   -5.07,     6.85, -1349.97
   -5.85,   157.61, -1499.21
   -5.29,   156.85, -1349.21
  144.37,     7.84, -1500.53
  144.93,     7.07, -1350.54
  144.15,   157.83, -1499.77
  144.71,   157.07, -1349.77
  370.57,   448.72, -1308.85
  353.04,   479.31, -1344.30
  335.50,   509.90, -1379.74
  393.90,   421.60, -1343.79
  376.36,   452.20, -1379.24
  358.83,   482.79, -1414.68
    6.45,     2.09, -1499.98
    5.81,     1.88, -1349.99
    5.34,   152.08, -1499.78
    4.70,   151.87, -1349.78
  156.45,     3.20, -1499.34
  155.80,     2.99, -1349.34
  155.34,   153.19, -1499.13
  154.69,   152.98, -1349.14
  360.30,   386.20, -1264.35
  311.33,   376.13, -1263.84
  262.36,   366.05, -1263.33
  357.36,   398.05, -1312.83
  308.39,   387.97, -1312.33
  259.42,   377.90, -1311.82
  -12.41,   -14.19, -1499.88
  -11.17,   -12.77, -1349.89
  -13.57,   135.79, -1501.29
  -12.33,   137.21, -1351.30
  137.58,   -13.05, -1501.13
  138.82,   -11.63, -1351.15
  136.42,   136.94, -1502.54
  137.66,   138.36, -1352.56
  376.45,   410.16, -1249.21
  372.07,   447.66, -1216.43
  367.70,   485.16, -1183.65
  397.65,   441.35, -1282.05
  393.28,   478.84, -1249.26
  388.90,   516.34, -1216.48
    2.34,    10.68, -1499.96
    2.10,     9.61, -1349.96
    1.86,   160.67, -1498.89
    1.63,   159.61, -1348.90
  152.33,    11.15, -1499.72
  152.10,    10.09, -1349.73
  151.86,   161.15, -1498.66
  151.62,   160.08, -1348.66
  366.77,   427.94, -1322.35
  345.12,   464.14, -1349.20
  323.46,   500.33, -1376.06
  401.82,   460.20, -1307.15
  380.17,   496.39, -1334.00
  358.51,   532.59, -1360.85
   13.99,     3.16, -1499.93
   12.59,     2.84, -1349.94
   13.89,   153.16, -1499.62
   12.49,   152.84, -1349.62
  163.98,     3.25, -1498.53
  162.58,     2.94, -1348.54
  163.88,   153.25, -1498.22
  162.49,   152.94, -1348.22
  395.65,   452.02, -1288.38
  380.14,   494.70, -1267.43
  364.63,   537.37, -1246.49
  407.30,   434.08, -1243.19
  391.79,   476.75, -1222.24
  376.28,   519.42, -1201.30
   -4.82,   -12.21, -1499.94
   -4.34,   -10.99, -1349.95
   -6.11,   137.78, -1501.16
   -5.63,   139.00, -1351.17
  145.17,   -10.93, -1500.43
  145.66,    -9.70, -1350.44
  143.88,   139.06, -1501.65
  144.36,   140.28, -1351.66
  407.32,   433.55, -1330.02
  435.00,   471.28, -1347.66
  462.67,   509.00, -1365.29
  443.27,   422.59, -1297.05
  470.94,   460.32, -1314.68
  498.62,   498.04, -1332.31
   12.32,    -1.94, -1499.95
   11.08,    -1.75, -1349.95
   13.69,   148.05, -1500.13
   12.46,   148.25, -1350.14
  162.30,    -3.32, -1498.71
  161.07,    -3.13, -1348.72
  163.68,   146.67, -1498.90
  162.45,   146.87, -1348.90
  427.12,   443.52, -1268.23
  455.30,   481.03, -1250.92
  483.48,   518.53, -1233.62
  468.09,   415.49, -1274.17
  496.27,   452.99, -1256.87
  524.45,   490.50, -1239.56
   -6.15,     2.87, -1499.98
   -5.53,     2.58, -1349.99
   -5.20,   152.87, -1499.70
   -4.58,   152.58, -1349.70
  143.85,     1.92, -1500.60
  144.46,     1.63, -1350.60
  144.80,   151.92, -1500.32
  145.42,   151.63, -1350.32
  402.39,   423.65, -1341.60
  419.35,   431.92, -1387.91
  436.31,   440.18, -1434.21
  436.38,   387.48, -1335.61
  453.35,   395.74, -1381.91
  470.31,   404.01, -1428.21
