8, 8, 27, 125, pa2-unknown-j-calreadings.txt
    6.57,   -10.00, -1499.95
    5.91,    -9.00, -1349.96
    7.06,   140.00, -1500.95
    6.40,   141.00, -1350.95
  156.57,   -10.48, -1499.29
  155.91,    -9.48, -1349.30
  157.05,   139.51, -1500.29
  156.40,   140.51, -1350.29
  105.72,    89.00, -1398.81
  109.30,    84.34, -1148.88
  109.07,   338.93, -1394.20
  112.65,   334.27, -1144.27
  355.67,    85.71, -1402.46
  359.25,    81.05, -1152.53
  359.02,   335.65, -1397.84
  362.60,   330.99, -1147.91
  102.82,    98.90,   102.53
  107.20,    98.94,   226.43
  106.43,    93.69,   350.68
  104.66,   221.15,   105.24
  108.91,   221.42,   228.99
  106.50,   220.12,   354.61
  102.81,   344.58,   106.74
  106.83,   342.70,   231.92
  106.88,   344.28,   358.45
  227.59,    94.85,    99.69
  231.66,    95.50,   223.75
  233.11,    92.25,   348.30
  229.97,   217.97,   101.13
  232.58,   218.39,   225.92
  232.18,   218.10,   352.43
  228.62,   345.22,   104.83
  231.87,   342.68,   230.88
  231.75,   342.18,   356.58
  352.23,    94.38,    95.60
  353.45,    93.43,   220.18
  355.87,    90.62,   344.71
  353.87,   218.34,    96.62
  352.89,   217.31,   220.74
  355.30,   215.60,   346.65
  353.12,   347.18,   101.39
  353.14,   342.93,   226.39
  353.95,   338.64,   350.23
   12.68,     8.52, -1499.92
   11.41,     7.67, -1349.93
   13.71,   158.52, -1499.06
   12.45,   157.66, -1349.07
  162.67,     7.48, -1498.66
  161.40,     6.63, -1348.67
  163.70,   157.48, -1497.80
  162.44,   156.62, -1347.81
  110.25,   106.45, -1273.80
  100.66,   102.37, -1024.02
  113.78,   356.39, -1269.58
  104.19,   352.31, -1019.80
  360.04,   102.76, -1264.27
  350.45,    98.68, -1014.49
  363.57,   352.70, -1260.05
  353.98,   348.62, -1010.27
  104.52,   103.51,   224.58
   97.42,   100.36,   349.27
   91.25,    96.18,   473.31
  105.88,   225.72,   225.77
   96.91,   226.39,   351.05
   89.56,   223.92,   475.71
  102.99,   347.02,   226.39
   97.14,   350.01,   352.81
   91.58,   351.13,   479.04
  229.16,   100.16,   228.16
  223.99,    98.79,   352.90
  218.62,    95.49,   478.52
  229.32,   222.97,   228.85
  222.71,   224.48,   355.09
  217.26,   223.21,   481.79
  228.15,   347.23,   231.91
  222.00,   348.50,   357.89
  217.04,   348.68,   482.99
  350.59,    98.25,   230.30
  347.11,    97.63,   355.48
  342.89,    94.91,   481.59
  349.76,   222.75,   229.72
  345.96,   222.34,   355.80
  342.54,   220.08,   483.11
  349.21,   347.61,   233.57
  344.42,   345.48,   357.71
  341.54,   344.38,   483.81
   -0.79,    -9.98, -1499.97
   -0.71,    -8.99, -1349.97
   -0.78,   140.01, -1500.97
   -0.70,   141.01, -1350.97
  149.21,   -10.00, -1500.05
  149.29,    -9.00, -1350.05
  149.22,   140.00, -1501.04
  149.30,   141.00, -1351.05
   99.19,    94.00, -1151.07
  101.13,    95.42,  -901.08
   92.81,   343.91, -1152.44
   94.75,   345.33,  -902.45
  349.10,   100.37, -1153.04
  351.04,   101.79,  -903.05
  342.72,   350.28, -1154.41
  344.66,   351.70,  -904.42
  102.36,   103.54,   349.02
  100.53,   100.68,   473.41
  102.86,    99.70,   597.59
   97.68,   229.75,   349.71
   95.11,   228.77,   474.95
   97.49,   224.59,   599.39
   93.37,   352.83,   350.10
   92.90,   355.36,   476.82
   93.89,   353.68,   601.56
  228.76,   106.36,   348.24
  227.63,   104.52,   474.01
  227.95,   102.50,   600.42
  223.13,   231.66,   349.50
  222.40,   231.77,   475.93
  223.92,   228.63,   601.83
  218.62,   355.66,   350.59
  218.27,   356.94,   475.77
  220.75,   356.22,   600.29
  351.70,   109.02,   346.08
  352.33,   107.70,   472.06
  350.97,   104.71,   598.66
  346.48,   233.77,   345.31
  347.69,   232.84,   471.96
  347.98,   230.24,   598.87
  340.97,   356.74,   346.29
  342.27,   356.53,   471.80
  345.97,   357.79,   599.32
   -1.17,   -13.82, -1499.94
   -1.05,   -12.44, -1349.94
    0.15,   136.16, -1501.32
    0.27,   137.55, -1351.33
  148.83,   -15.15, -1500.04
  148.94,   -13.76, -1350.05
  150.15,   134.84, -1501.42
  150.27,   136.22, -1351.43
  101.82,    89.70, -1025.01
  100.65,    98.91,  -775.19
  108.38,   339.44, -1034.19
  107.21,   348.65,  -784.36
  351.73,    83.19, -1023.60
  350.56,    92.40,  -773.78
  358.29,   332.93, -1032.78
  357.12,   342.14,  -782.95
  101.89,    99.08,   475.08
  102.46,   101.52,   598.74
  105.15,   104.97,   722.63
  101.93,   227.28,   473.03
  102.71,   227.05,   597.41
  106.42,   226.16,   720.96
  105.00,   354.06,   471.22
  104.57,   356.03,   595.80
  105.58,   355.83,   719.17
  229.02,    97.44,   477.04
  227.61,    98.99,   603.38
  226.73,   101.52,   728.73
  228.69,   224.64,   475.24
  228.63,   225.22,   600.89
  230.07,   225.54,   724.82
  230.13,   349.68,   471.68
  230.87,   352.78,   595.90
  233.14,   354.55,   719.54
  353.20,    95.21,   476.89
  350.57,    96.40,   603.36
  346.97,    97.46,   729.60
  354.13,   220.31,   473.20
  352.58,   221.21,   600.12
  350.08,   222.46,   725.84
  354.33,   344.05,   468.69
  355.93,   349.00,   596.81
  358.08,   354.37,   724.61
   14.33,     9.30, -1499.90
   12.90,     8.37, -1349.91
   14.56,   159.29, -1498.97
   13.13,   158.36, -1348.98
  164.32,     9.06, -1498.47
  162.89,     8.13, -1348.48
  164.55,   159.05, -1497.54
  163.12,   158.12, -1347.55
  110.67,   104.14,  -898.99
  110.60,   105.32,  -649.00
  106.87,   354.11,  -900.17
  106.80,   355.28,  -650.17
  360.64,   107.94,  -898.95
  360.57,   109.12,  -648.95
  356.84,   357.91,  -900.12
  356.77,   359.09,  -650.13
  103.05,    97.06,   597.21
  107.52,    98.87,   721.34
  108.19,   100.48,   846.83
   99.32,   221.92,   597.69
  105.34,   219.32,   721.33
  107.77,   220.06,   845.89
   96.72,   351.12,   598.37
   99.85,   348.66,   722.04
  101.77,   348.62,   845.74
  228.34,    98.66,   599.73
  229.02,    98.99,   725.24
  229.09,   101.53,   848.27
  225.43,   224.92,   599.49
  228.65,   222.61,   723.46
