6, 12, pa2-unknown-j-empivot.txt
  154.74,   204.89,   184.55
  105.20,   214.90,   180.72
   53.50,   225.66,   175.61
  150.18,   199.62,   223.75
  100.50,   209.59,   219.73
   48.46,   220.16,   214.34
  162.37,   223.54,   187.83
  127.07,   259.43,   186.62
   90.37,   295.07,   184.43
  170.49,   234.04,   225.69
  135.39,   269.81,   224.62
   99.01,   305.25,   222.53
  182.60,   219.26,   165.43
  175.31,   231.40,   117.94
  165.60,   244.60,    70.78
  207.12,   189.86,   153.73
  199.99,   201.79,   106.36
  190.56,   214.62,    59.30
  153.43,   198.75,   232.46
  111.37,   221.84,   250.61
   67.61,   244.67,   267.48
  166.66,   232.88,   219.89
  124.92,   255.73,   238.15
   81.63,   278.33,   255.17
  164.63,   212.40,   243.59
  143.22,   224.11,   288.61
  121.19,   235.48,   333.45
  195.83,   196.94,   261.17
  174.79,   208.51,   306.50
  153.21,   219.77,   351.72
  165.35,   182.51,   246.41
  128.61,   191.13,   281.00
   90.52,   199.40,   314.95
  164.96,   220.66,   238.06
  128.26,   229.37,   272.60
   90.28,   237.78,   306.39
  245.16,   198.59,   179.04
  292.19,   206.06,   170.47
  339.50,   214.01,   162.07
  250.34,   200.80,   218.57
  297.31,   208.16,   209.97
  344.52,   215.92,   201.48
  149.36,   189.52,   196.62
  103.51,   204.34,   180.98
   55.67,   219.83,   164.32
  163.08,   224.49,   187.96
  117.33,   238.80,   172.34
   69.76,   253.67,   155.79
  194.23,   222.87,   164.43
  203.68,   243.45,   120.69
  211.93,   265.39,    77.00
  227.97,   202.69,   162.23
  237.96,   223.26,   118.48
  247.30,   244.99,    74.83
  176.78,   222.61,   246.95
  166.69,   241.10,   293.64
  156.36,   259.43,   340.40
  205.71,   200.16,   260.53
  195.89,   218.52,   307.34
  185.83,   236.69,   354.25
  154.77,   188.34,   182.23
  104.87,   188.67,   176.19
   52.87,   190.08,   169.11
  149.32,   196.22,   221.29
   99.25,   196.38,   214.95
   46.80,   197.50,   207.50
  180.83,   242.40,   208.37
  180.08,   291.72,   208.09
  179.12,   341.23,   207.75
  219.70,   241.91,   205.41
  219.20,   291.62,   205.40
  218.56,   341.47,   205.39
